Corporate Name,Supervising Authority,Designation Type,Industry,Ghge,Energy,Verification
국립대학법인 서울대학교,기후에너지환경부,업체,고등 교육기관,150776,3108,(재)한국품질재단
국립암센터,국토교통부,사업장,건물,20522,435,(주)한국경영인증원
국방과학연구소,국토교통부,사업장,건물,22491,464,(재)한국품질재단
국일제지(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",31922,714,(주)한국경영인증원
국회사무처,국토교통부,사업장,건물,22871,480,한국표준협회
군산시,기후에너지환경부,사업장,폐기물 처리업,107270,597,㈜한국품질보증원
군포시,기후에너지환경부,사업장,폐기물 처리업,42825,413,㈜한국품질보증원
그린에어 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,585121,12125,로이드인증원㈜
그린케미칼 주식회사,기후에너지환경부,사업장,기초 화학물질 제조업,56908,1291,한국가스안전공사
금강공업(주),산업통상자원부,사업장,비철금속,13809,238,(주)한국경영인증원
금진해운(주),해양수산부,사업장,교통(해운),15981,221,㈜디엔브이비즈니스어슈어런스코리아
금호고속(주),기후에너지환경부,업체,육상 여객 운송업,6064,126,(주)한국경영인증원
금호미쓰이화학 주식회사,기후에너지환경부,사업장,기초 화학물질 제조업,170330,3037,(재)한국품질재단
금호석유화학 주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,3308643,41212,한국표준협회
금호익스프레스 주식회사,기후에너지환경부,업체,육상 여객 운송업,100236,1438,(주)한국경영인증원
금호타이어(주),기후에너지환경부,업체,고무제품 제조업,260704,5354,지속가능인증원주식회사
금호폴리켐주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,328101,5564,(재)한국품질재단
금호피앤비화학 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,803074,10775,로이드인증원㈜
기아(주),기후에너지환경부,업체,자동차용 엔진 및 자동차 제조업,709750,14534,로이드인증원㈜
기초과학연구원 ,국토교통부,사업장,건물,22733,485,한국표준협회
김천시,기후에너지환경부,사업장,"하수, 폐수 및 분뇨 처리업",43214,374,㈜한국품질보증원
김천에너지서비스주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",689186,8017,한국표준협회
김포시,기후에너지환경부,사업장,폐기물 처리업,54659,602,한국표준협회
김포운수(주),기후에너지환경부,사업장,육상 여객 운송업,16961,315,(주)한국경영인증원
김해시,기후에너지환경부,사업장,폐기물 처리업,117612,1324,㈜한국품질보증원
깨끗한나라 주식회사,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",332386,4353,(재)한국품질재단
나래에너지서비스 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1822245,36262,(주)한국경영인증원
나투라페이퍼 주식회사,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",165385,1215,한국표준협회
남강제지(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",25510,223,(재)한국품질재단
남양금속주식회사,기후에너지환경부,사업장,"구조용 금속제품, 탱크 및 증기발생기 제조업",97314,1811,(재)한국화학융합시험연구원
남양유업(주),기후에너지환경부,사업장,낙농제품 및 식용 빙과류 제조업,80101,1864,로이드인증원㈜
남양주시,기후에너지환경부,업체,폐기물,78397,1065,(재)한국품질재단
남해화학(주),기후에너지환경부,사업장,"비료, 농약 및 살균ㆍ살충제 제조업",65183,965,대일이엔씨기술(주)
내포그린에너지(주),기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",1033275,20617,대일이엔씨기술(주)
네이버 주식회사,기후에너지환경부,사업장,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",121187,2530,한국표준협회
네이처이앤티(주),기후에너지환경부,업체,폐기물 처리업,198107,438,(주)비에스아이그룹코리아
넥센타이어(주),기후에너지환경부,업체,고무제품 제조업,221463,4447,(주)한국경영인증원
노벨리스코리아 주식회사,기후에너지환경부,업체,1차 비철금속 제조업,294783,5978,(주)한국경영인증원
노을그린에너지 주식회사,산업통상자원부,사업장,전기업,76387,15,한국표준협회
녹십자,기후에너지환경부,사업장,의약품 제조업,64761,1650,(재)한국품질재단
논산시,기후에너지환경부,사업장,폐기물,21911,85,㈜한국품질보증원
농협은행 주식회사,국토교통부,업체,건물,91650,1386,한국표준협회
능원금속공업 주식회사,기후에너지환경부,사업장,1차 비철금속 제조업,23499,483,(주)한국경영인증원
단일가스켐(주),산업통상자원부,사업장,석유화학,43395,885,한국가스안전공사
담우물산(주),기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",63424,203,(주)한국경영인증원
대구광역시,기후에너지환경부,업체,폐기물 처리업,474138,4905,㈜한국품질보증원
대구교통공사,기후에너지환경부,사업장,육상 여객 운송업,98437,2053,(주)한국경영인증원
대구그린파워(주),기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",661138,13158,(주)한국경영인증원
대구염색산업단지관리공단,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",620336,7033,(주)한국경영인증원
대덕전자 주식회사,기후에너지환경부,사업장,전자 부품 제조업,136647,2848,한국표준협회
대동금속(주),기후에너지환경부,사업장,금속 주조업,31710,609,(재)한국화학융합시험연구원
대동산업주식회사,기후에너지환경부,사업장,"내화, 비내화 요업제품 제조업",19056,306,(주)한국경영인증원
대상 주식회사,기후에너지환경부,업체,"곡물 가공품, 전분 및 전분제품 제조업",430747,10078,한국표준협회
대성엠디아이(주),기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",164740,822,(주)한국경영인증원
대성지엠텍(주),기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",112249,293,(주)한국경영인증원
대신정기화물자동차(주),기후에너지환경부,사업장,도로 화물 운송업,46233,658,한국표준협회
대양제지공업(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",72126,844,한국표준협회
대용산업,산업통상자원부,사업장,기계,16021,330,한국표준협회
대원강업(주),기후에너지환경부,사업장,자동차 신품 부품 제조업,48056,972,로이드인증원㈜
대원알텍 주식회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,36825,753,(재)한국품질재단
대원화성(주),산업통상자원부,사업장,석유화학,9140,163,한국표준협회
대일개발 주식회사,기후에너지환경부,사업장,폐기물 처리업,55847,155,로이드인증원㈜
대전광역시,기후에너지환경부,업체,폐기물 처리업,362486,3059,(주)한국경영인증원
대전교통공사,국토교통부,사업장,교통(철도),19440,396,(주)신화엔지니어링종합건축사사무소
대전열병합발전주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",133814,2718,한국표준협회
대전충남양돈농협 포크빌축산물공판장,농림축산식품부,사업장,식료품 제조업,15999,329,㈜한국품질보증원
대창단조(주),산업통상자원부,사업장,기계,9015,186,(주)한국경영인증원
대창운수(주),기후에너지환경부,사업장,육상 여객 운송업,22580,423,한국표준협회
대한광통신 주식회사,산업통상자원부,사업장,전기전자,7941,163,(주)한국경영인증원
대한방직(주),기후에너지환경부,사업장,"섬유제품 염색, 정리 및 마무리 가공업",28193,442,한국표준협회
대한사료(주),농림축산식품부,사업장,식료품 제조업,11356,232,대일이엔씨기술(주)
대한석탄공사,기후에너지환경부,업체,석탄 광업,61027,558,한국생산성본부인증원(주)
대한소결금속(주),산업통상자원부,사업장,자동차,19361,395,로이드인증원㈜
대한슬래그 주식회사,기후에너지환경부,사업장,기타 비금속 광물제품 제조업,29988,543,한국표준협회
대한시멘트주식회사,기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",55732,1013,한국표준협회
대한약품공업(주),산업통상자원부,사업장,석유화학,26254,443,(주)한국경영인증원
대한유화 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,1697905,34203,한국가스안전공사
대한전선 주식회사,기후에너지환경부,사업장,절연선 및 케이블 제조업,48101,968,(주)한국경영인증원
대한제강(주),기후에너지환경부,업체,1차 철강 제조업,298667,5419,한국표준협회
대한제당 주식회사,기후에너지환경부,사업장,기타 식품 제조업,63721,1272,㈜한국품질보증원
대한제분(주),농림축산식품부,사업장,식료품 제조업,21785,454,대일이엔씨기술(주)
대한제지주식회사,기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",201421,2391,한국표준협회
대한조선주식회사,기후에너지환경부,사업장,선박 및 보트 건조업,67444,1064,(주)한국경영인증원
대한항공,기후에너지환경부,업체,항공 여객 운송업,425062,6505,㈜디엔브이비즈니스어슈어런스코리아
대한화섬(주),기후에너지환경부,사업장,화학섬유 제조업,47098,1033,한국표준협회
더블유스코프코리아(주),산업통상자원부,사업장,석유화학,22707,900,㈜한국품질보증원
더블유씨피 주식회사,기후에너지환경부,사업장,플라스틱 제품 제조업,96802,2086,㈜한국품질보증원
도레이배터리세퍼레이터필름 한국유한회사,기후에너지환경부,사업장,일차전지 및 축전지 제조업,101441,2071,㈜한국품질보증원
도레이비에스에프코팅한국 유한회사,기후에너지환경부,사업장,일차전지 및 축전지 제조업,86241,458,㈜디엔브이비즈니스어슈어런스코리아
도레이첨단소재 주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,602557,12138,(주)비에스아이그룹코리아
도명특송(주),기후에너지환경부,사업장,도로 화물 운송업,20832,296,한국표준협회
동국산업(주),기후에너지환경부,사업장,1차 철강 제조업,41354,840,한국표준협회
동국씨엠 주식회사,기후에너지환경부,업체,1차 철강 제조업,287890,6267,(재)한국품질재단
동국제강 주식회사,기후에너지환경부,업체,1차 철강 제조업,1297673,22387,(재)한국품질재단
동국홀딩스 주식회사,기후에너지환경부,업체,부동산 임대 및 공급업,762,14,(재)한국품질재단
동두천드림파워,기후에너지환경부,업체,전기업,2843691,56502,대일이엔씨기술(주)
동서석유화학 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,334298,1953,로이드인증원㈜
동서식품(주),기후에너지환경부,사업장,기타 식품 제조업,119966,2604,(재)한국품질재단
동서페더럴모굴(주),산업통상자원부,사업장,자동차,18570,377,(주)비에스아이그룹코리아
동성교통(주),국토교통부,사업장,교통(여객),14904,282,(주)한국경영인증원
동성화물자동차(주),국토교통부,사업장,교통(화물),13798,196,(주)한국경영인증원
동성화학공업(주),산업통상자원부,사업장,석유화학,11609,237,한국표준협회
동아운수(주),국토교통부,사업장,교통(여객),15685,297,(주)한국경영인증원
동양산업(주),산업통상자원부,사업장,자동차,14751,307,(주)한국경영인증원
동양피스톤(주),기후에너지환경부,사업장,자동차 신품 부품 제조업,26919,554,(주)한국경영인증원
동우화인켐주식회사,기후에너지환경부,업체,사진장비 및 광학 기기 제조업,330980,5266,(재)한국품질재단
동원로엑스(주),기후에너지환경부,사업장,도로 화물 운송업,55333,900,한국표준협회
동원산업(주),해양수산부,사업장,수산,6769,99,(주)한국경영인증원
동원시스템즈(주),기후에너지환경부,업체,유리 및 유리제품 제조업,264278,4458,(재)한국품질재단
동원페이퍼(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",105488,1508,㈜한국품질보증원
동은단조(주),산업통상자원부,사업장,자동차,34576,717,㈜한국품질보증원
동일산업주식회사,기후에너지환경부,업체,1차 철강 제조업,231725,2822,한국표준협회
동일제강(주),산업통상자원부,사업장,철강,18515,347,한국표준협회
동일팩키지(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",47189,409,(재)한국품질재단
동해시,기후에너지환경부,사업장,폐기물,18802,8,(재)한국품질재단
동호칼슘(주),산업통상자원부,사업장,석유화학,18229,284,한국표준협회
동화기업(주),기후에너지환경부,사업장,나무제품 제조업,138621,2700,한국표준협회
동화지앤피 주식회사,산업통상자원부,사업장,유리,22290,343,(재)한국화학융합시험연구원
동희오토(주),기후에너지환경부,사업장,자동차용 엔진 및 자동차 제조업,40971,827,(주)한국경영인증원
두산에너빌리티(주),기후에너지환경부,업체,1차 철강 제조업,235252,4498,(재)한국품질재단
두원중공업(주),기후에너지환경부,사업장,일반 목적용 기계 제조업,23166,497,(주)신화엔지니어링종합건축사사무소
디아이동일 주식회사,산업통상자원부,사업장,비철금속,19058,396,한국표준협회
디아이지에어가스 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,844157,17586,㈜한국품질보증원
디에스파워 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",994942,19769,(주)한국경영인증원
디엘 주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,39,0,한국가스안전공사
디엘건설(주),국토교통부,사업장,건설,28938,525,한국표준협회
디엘모터스(주),기후에너지환경부,사업장,자동차 신품 부품 제조업,50711,1040,(주)한국경영인증원
디엘에프엔씨 주식회사,기후에너지환경부,사업장,플라스틱 제품 제조업,22822,472,한국가스안전공사
디엘이앤씨(주),국토교통부,업체,건설,53238,1015,한국표준협회
디엘케미칼 주식회사,기후에너지환경부,업체,합성고무 및 플라스틱 물질 제조업,236065,4532,한국가스안전공사
디케이동신(주),기후에너지환경부,사업장,1차 철강 제조업,27447,508,한국표준협회
롯데건설(주),국토교통부,업체,건설,52420,1031,한국표준협회
롯데관광개발 주식회사,국토교통부,사업장,일반 및 생활 숙박시설 운영업,32367,666,한국표준협회
롯데글로벌로지스(주),기후에너지환경부,사업장,도로 화물 운송업,60296,1167,한국표준협회
롯데네슬레코리아(주),기후에너지환경부,사업장,기타 식품 제조업,29848,617,(재)한국품질재단
롯데물산(주),기후에너지환경부,사업장,부동산 임대 및 공급업,40273,773,(주)한국경영인증원
롯데베르살리스엘라스토머스(주),기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,143286,2715,한국표준협회
롯데쇼핑 주식회사,기후에너지환경부,업체,종합 소매업,717398,14600,한국표준협회
롯데에너지머티리얼즈(주),기후에너지환경부,사업장,전자 부품 제조업,98944,2153,㈜디엔브이비즈니스어슈어런스코리아
롯데엠시시 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,285111,2777,한국표준협회
롯데웰푸드(주),기후에너지환경부,업체,기타 식품 제조업,206189,4235,(주)한국경영인증원
롯데이네오스화학 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,250209,3472,한국표준협회
롯데정밀화학 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,677663,15626,로이드인증원㈜
롯데지에스화학주식회사,산업통상자원부,사업장,석유화학,126466,1959,(재)한국품질재단
롯데칠성음료 주식회사,기후에너지환경부,업체,비알코올 음료 및 얼음 제조업,155782,2923,(주)한국경영인증원
롯데컬처웍스 주식회사,국토교통부,업체,건물,49958,1000,한국표준협회
롯데케미칼 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,5902878,113070,(재)한국품질재단
롯데패키징솔루션즈 주식회사,산업통상자원부,업체,기계,54112,1034,(재)한국품질재단
르노코리아 주식회사,기후에너지환경부,사업장,자동차용 엔진 및 자동차 제조업,65292,1369,(주)한국경영인증원
리뉴랜드경주 주식회사,기후에너지환경부,업체,폐기물 처리업,111733,31,대일이엔씨기술(주)
리뉴에너지경기 주식회사,기후에너지환경부,사업장,폐기물 처리업,56518,90,대일이엔씨기술(주)
리뉴에너지경북 주식회사,기후에너지환경부,사업장,폐기물 처리업,70426,205,대일이엔씨기술(주)
리뉴에너지그린 주식회사,기후에너지환경부,사업장,폐기물 처리업,53590,40,대일이엔씨기술(주)
리뉴에너지대원 주식회사,기후에너지환경부,사업장,폐기물 처리업,67197,378,대일이엔씨기술(주)
리뉴에너지새한 주식회사,기후에너지환경부,사업장,폐기물 처리업,82836,135,대일이엔씨기술(주)
리뉴에너지충북(주),기후에너지환경부,업체,폐기물 처리업,191548,211,한국표준협회
리뉴에너지충청(주),기후에너지환경부,사업장,폐기물 처리업,58486,126,대일이엔씨기술(주)
린데코리아 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,938587,18818,(재)한국품질재단
마이크로소프트5673코리아 유한책임회사,산업통상자원부,사업장,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",62662,1309,한국표준협회
만호제강(주),기후에너지환경부,사업장,1차 철강 제조업,34404,700,한국표준협회
매그나칩반도체(유),기후에너지환경부,업체,반도체 제조업,82292,1394,(주)비에스아이그룹코리아
매일유업(주),기후에너지환경부,사업장,낙농제품 및 식용 빙과류 제조업,110178,2196,(주)한국경영인증원
명화공업(주),기후에너지환경부,사업장,자동차 신품 부품 제조업,39957,817,로이드인증원㈜
모나용평 주식회사,기후에너지환경부,사업장,일반 및 생활 숙박시설 운영업,34759,693,(재)한국품질재단
목포시,기후에너지환경부,사업장,폐기물 처리업,57706,375,㈜한국품질보증원
무림에스피(주),기후에너지환경부,사업장,"펄프, 종이 및 판지 제조업",47064,950,한국표준협회
무림파워텍 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",164636,2228,한국표준협회
무림페이퍼(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",179950,3523,한국표준협회
무림피앤피(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",252175,13867,한국표준협회
무안군,기후에너지환경부,사업장,폐기물,17472,110,㈜한국품질보증원
미래나노텍(주),산업통상자원부,사업장,전기전자,32578,572,(주)한국경영인증원
미원상사(주),산업통상자원부,사업장,석유화학,64934,1197,대일이엔씨기술(주)
미원스페셜티케미칼(주),기후에너지환경부,사업장,기초 화학물질 제조업,73595,1432,(주)한국경영인증원
밀양시,기후에너지환경부,사업장,폐기물,5039,5,㈜한국품질보증원
바스프퍼포먼스폴리아마이드코리아 주식회사,기후에너지환경부,사업장,기초 화학물질 제조업,71387,1625,한국표준협회
백광산업 주식회사,기후에너지환경부,업체,기초 화학물질 제조업,216598,4310,한국표준협회
버슘머트리얼즈피엠코리아,기후에너지환경부,사업장,기초 화학물질 제조업,19678,410,로이드인증원㈜
범일운수,국토교통부,사업장,교통(여객),16294,307,(주)한국경영인증원
베올리아워터코리아대산(주),기후에너지환경부,사업장,수도업,89082,1859,(주)한국경영인증원
베페사징크코리아(주),산업통상자원부,사업장,1차 비철금속 제조업,106400,150,(재)한국화학융합시험연구원
보령시,기후에너지환경부,사업장,폐기물 처리업,51879,312,㈜한국품질보증원
보령엘엔지터미널 주식회사,기후에너지환경부,사업장,연료용 가스 제조 및 배관공급업,60929,1229,대일이엔씨기술(주)
보영운수(주),국토교통부,사업장,교통(여객),12874,230,한국표준협회
보임열병합발전 주식회사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",910533,9795,로이드인증원㈜
볼보그룹코리아(주),산업통상자원부,사업장,기계,16157,318,한국표준협회
부경산업(주),기후에너지환경부,사업장,폐기물 처리업,65958,132,로이드인증원㈜
부산광역시,기후에너지환경부,업체,폐기물 처리업,745005,8114,지속가능인증원주식회사
부산교통공사,기후에너지환경부,업체,육상 여객 운송업,157182,3280,한국표준협회
부산그린에너지(주),산업통상자원부,사업장,발전에너지,123447,0,한국표준협회
부산그린파워(주),기후에너지환경부,사업장,폐기물 처리업,35650,12,(주)한국경영인증원
부산대학교,국토교통부,사업장,건물,28575,648,㈜한국품질보증원
부산대학교병원,국토교통부,사업장,건물,39331,819,한국표준협회
부산신항국제터미널(주),해양수산부,사업장,기타 운송관련 서비스업,29880,1822,로이드인증원㈜
부산신항만주식회사,해양수산부,사업장,기타 운송관련 서비스업,51412,1018,한국표준협회
부산정관에너지(주),기후에너지환경부,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",70101,1396,(주)신화엔지니어링종합건축사사무소
부산주공(주),기후에너지환경부,사업장,자동차 신품 부품 제조업,87529,1637,㈜한국품질보증원
부산패션칼라산업협동조합,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",115889,1636,(주)한국경영인증원
부산항터미널주식회사,해양수산부,사업장,항만,47455,886,(주)한국경영인증원
부천시,기후에너지환경부,업체,"하수, 폐수 및 분뇨 처리업",162602,1595,㈜한국품질보증원
브리티쉬아메리칸토바코코리아제조(주),농림축산식품부,사업장,담배제조업,17936,462,한국표준협회
브이피에이치메탈 유한회사,기후에너지환경부,사업장,자동차 신품 부품 제조업,30954,574,㈜한국품질보증원
비노텍 주식회사,기후에너지환경부,사업장,폐기물 처리업,107519,63,(주)한국경영인증원
비를라카본코리아(주),기후에너지환경부,업체,기초 화학물질 제조업,124148,488,㈜디엔브이비즈니스어슈어런스코리아
비테스코테크놀로지스코리아 유한책임회사,산업통상자원부,사업장,자동차,17339,357,(주)한국경영인증원
빛고을에코에너지 주식회사,산업통상자원부,사업장,발전에너지,51369,0,한국표준협회
사천시,기후에너지환경부,사업장,지정외 폐기물처리업 등,33583,128,㈜한국품질보증원
사회복지법인 삼성생명공익재단,기후에너지환경부,사업장,병원,85651,1757,(재)한국품질재단
삼강에스앤씨(주),기후에너지환경부,사업장,선박 및 보트 건조업,18197,324,(재)한국품질재단
삼남석유화학주식회사,기후에너지환경부,업체,기초 화학물질 제조업,185782,2416,한국표준협회
삼목에스폼(주),기후에너지환경부,업체,1차 비철금속 제조업,32565,598,한국표준협회
삼미금속(주),산업통상자원부,사업장,철강,15867,322,한국표준협회
삼보산업 주식회사,기후에너지환경부,사업장,1차 비철금속 제조업,34132,523,한국표준협회
삼성디스플레이 주식회사,기후에너지환경부,업체,전자 부품 제조업,4000544,61025,(재)한국품질재단
삼성물산 주식회사,기후에너지환경부,사업장,건물 건설업,93059,2036,(주)비에스아이그룹코리아
삼성바이오로직스 주식회사,기후에너지환경부,사업장,기초 의약 물질 및 생물학적 제제 제조업,226519,4651,대일이엔씨기술(주)
삼성생명보험 주식회사,국토교통부,업체,건물,60113,763,(재)한국품질재단
삼성에스디아이 주식회사,기후에너지환경부,업체,일차전지 및 축전지 제조업,572209,11818,한국표준협회
삼성에스디에스(주),기후에너지환경부,사업장,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",173674,3622,(주)한국경영인증원
삼성전기 주식회사,기후에너지환경부,업체,전자 부품 제조업,456652,9783,(주)비에스아이그룹코리아
삼성전자 주식회사,기후에너지환경부,업체,반도체 제조업,13594735,258073,(재)한국품질재단
삼성중공업 주식회사,기후에너지환경부,업체,선박 및 보트 건조업,528395,9155,한국표준협회
삼성코닝어드밴스드글라스 유한회사,기후에너지환경부,사업장,유리 및 유리제품 제조업,49859,1017,로이드인증원㈜
삼신정밀(주),산업통상자원부,사업장,철강,25602,527,한국표준협회
삼아알미늄주식회사,산업통상자원부,사업장,비철금속,20535,399,한국표준협회
삼양식품(주),기후에너지환경부,사업장,기타 식품 제조업,72404,1497,(주)비에스아이그룹코리아
삼양이노켐 주식회사,기후에너지환경부,사업장,기초 화학물질 제조업,99485,1777,한국표준협회
삼양화성주식회사,기후에너지환경부,사업장,합성고무 및 플라스틱 물질 제조업,80044,1853,한국표준협회
삼양화인테크놀로지(주),산업통상자원부,사업장,합성고무 및 플라스틱 물질 제조업,31163,364,한국표준협회
삼영운수(주),기후에너지환경부,사업장,육상 여객 운송업,20143,372,한국표준협회
삼영전자공업(주),기후에너지환경부,업체,기타 금속 가공제품 제조업,29094,668,(주)한국경영인증원
삼정펄프(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",143169,1912,(주)비에스아이그룹코리아
삼지금속공업 주식회사,산업통상자원부,사업장,비철금속,17930,193,한국표준협회
삼표시멘트,기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",4998174,31009,(재)한국품질재단
삼표자원개발주식회사,기후에너지환경부,사업장,토사석 광업,29506,524,(재)한국품질재단
삼표해운주식회사,기후에너지환경부,사업장,해상 운송업,70239,969,(재)한국품질재단
삼호제강주식회사,산업통상자원부,사업장,철강,12712,255,(주)한국경영인증원
삼화왕관(주),산업통상자원부,사업장,기계,19197,387,한국표준협회
삼화제지(주),기후에너지환경부,업체,"펄프, 종이 및 판지 제조업",28988,624,한국표준협회
삼화콘덴서공업(주),산업통상자원부,사업장,전기전자,25292,527,한국표준협회
삼흥열처리,기후에너지환경부,사업장,기타 금속 가공제품 제조업,30191,622,(주)한국경영인증원
상지해운(주),해양수산부,사업장,교통(해운),19349,266,(재)한국품질재단
새론오토모티브(주),산업통상자원부,사업장,자동차,15659,317,(주)한국경영인증원
새한특수(주),국토교통부,사업장,교통(화물),16865,239,한국표준협회
생고뱅이소바코리아 주식회사,기후에너지환경부,사업장,유리 및 유리제품 제조업,38864,774,(주)한국경영인증원
서산시,기후에너지환경부,사업장,하수처리업,20284,210,한국표준협회
서영주정(주),기후에너지환경부,사업장,알코올 음료 제조업,30156,412,한국표준협회
서울교통공사,기후에너지환경부,업체,육상 여객 운송업,650164,13575,대일이엔씨기술(주)
서울교통네트웍(주),국토교통부,사업장,교통(여객),13583,259,(주)한국경영인증원
서울냉열(주),산업통상자원부,사업장,석유화학,17063,356,(주)한국경영인증원
서울대학교병원,기후에너지환경부,사업장,병원,92838,1935,한국표준협회
서울바이오시스(주),기후에너지환경부,사업장,반도체 제조업,61646,1276,로이드인증원㈜
서울시메트로 9호선(주),기후에너지환경부,사업장,육상 여객 운송업,53211,1109,(주)한국경영인증원
서울에너지공사,기후에너지환경부,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",300444,6361,한국표준협회
서울우유협동조합,기후에너지환경부,업체,낙농제품 및 식용 빙과류 제조업,73904,1415,한국표준협회
서울특별시,기후에너지환경부,업체,폐기물 처리업,1360897,13003,(재)한국품질재단
서울특별시농수산식품공사,기후에너지환경부,사업장,부동산 임대 및 공급업,63908,1328,(주)한국경영인증원
서진산업(주),산업통상자원부,사업장,자동차,16623,317,한국표준협회
서한이앤피주식회사,기후에너지환경부,사업장,기타 금속 가공제품 제조업,57373,1141,(주)한국경영인증원
서해그린환경(주),기후에너지환경부,사업장,폐기물 처리업,93483,212,(재)한국품질재단
선도화학(주),산업통상자원부,사업장,기초 화학물질 제조업,23759,496,한국가스안전공사
선진버스(주),기후에너지환경부,사업장,육상 여객 운송업,17365,321,(주)한국경영인증원
성남시,기후에너지환경부,업체,폐기물 처리업,243032,2335,㈜한국품질보증원
성남시내버스(주),기후에너지환경부,사업장,육상 여객 운송업,24814,477,㈜한국품질보증원
성림유화 주식회사,기후에너지환경부,업체,폐기물 처리업,255697,216,로이드인증원㈜
성보공업(주),산업통상자원부,사업장,철강,15007,292,한국표준협회
성신씨엠 주식회사,기후에너지환경부,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",16848,344,로이드인증원㈜
성신양회(주),기후에너지환경부,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",4072874,22552,한국표준협회
성안합섬(주),기후에너지환경부,사업장,화학섬유 제조업,92,1,(주)한국경영인증원
성우해운주식회사,해양수산부,사업장,교통(해운),20467,281,한국표준협회
성일요업주식회사,산업통상자원부,사업장,요업,18605,323,한국표준협회
성일하이텍(주),산업통상자원부,사업장,1차 비철금속 제조업,26083,440,(주)한국경영인증원
성창보드(주),기후에너지환경부,사업장,나무제품 제조업,30386,619,㈜한국품질보증원
성훈엔지니어링주식회사,기후에너지환경부,사업장,1차 비철금속 제조업,39339,784,한국가스안전공사
세메스(주),기후에너지환경부,사업장,특수 목적용 기계 제조업,41805,727,한국표준협회
세방(주),기후에너지환경부,사업장,도로 화물 운송업,27838,436,(주)한국경영인증원
세방전지(주),기후에너지환경부,업체,일차전지 및 축전지 제조업,147941,3054,(주)한국경영인증원
세종특별자치시,기후에너지환경부,사업장,"하수, 폐수 및 분뇨 처리업",53883,595,(재)한국품질재단
셀트리온,기후에너지환경부,사업장,기초 의약 물질 및 생물학적 제제 제조업,79174,1656,(주)한국경영인증원
셰플러코리아 유한책임회사,기후에너지환경부,사업장,일반 목적용 기계 제조업,71392,1480,로이드인증원㈜
소신여객자동차(주),기후에너지환경부,사업장,육상 여객 운송업,15756,310,한국표준협회
속초시,기후에너지환경부,사업장,폐기물,35408,290,(주)한국경영인증원
